"","X","X.1","BEARID","FREQ","FIX","FIX_DATE_T","LMT_DATE","LMT_TIME","LATITUDE","LONGITUDE","ELEV","TIME","TEMP","FIX_STATUS","SATS_USED","PDOP","NAV","plot","Year","Init48","Trans","UTMe","UTMn","Day","Week","Season","subsample"
"3625",3625,3625,5,580,5257,38601.1674,"9/6/2005","04:01",39.14914,-106.7867633,2446,55,27,"""3D Fix-F1""",5,6.1,"3D","yes",2005,"no","no",345601.228431,4334847.22064,249,36,"Hyperphagia","yes"
"3627",3627,3627,5,580,5261,38601.20904,"9/6/2005","05:01",39.1508117,-106.7860878,2460,54,19.5,"""3D Fix-F1""",5,4.1,"3D","yes",2005,"no","no",345663.256705,4335031.60478,249,36,"Hyperphagia","yes"
"3628",3628,3628,5,580,5265,38601.25084,"9/6/2005","06:01",39.1507375,-106.7858233,2457,94,21,"""3D Fix-F0""",4,6.7,"3D","yes",2005,"no","no",345685.951692,4335022.91972,249,36,"Hyperphagia","yes"
"3630",3630,3630,5,580,5269,38601.29255,"9/6/2005","07:01",39.1504581,-106.7893178,2462,69,13.5,"""2D Fix-F0""",3,2.9,"2D","yes",2005,"no","no",345383.358166,4334997.86084,249,36,"Hyperphagia","yes"
"3634",3634,3634,5,580,5299,38601.60529,"9/6/2005","14:31",39.14481,-106.7945711,2717,91,20.5,"""2D Fix-F0""",3,4.3,"2D","yes",2005,"no","no",344916.985842,4334379.97322,249,36,"Hyperphagia","yes"
"3636",3636,3636,5,580,5335,38601.97981,"9/6/2005","23:30",39.1621131,-106.7935128,2451,52,21.5,"""3D Fix-F6""",5,3.3,"3D","yes",2005,"no","no",345046.416018,4336298.55178,249,36,"Hyperphagia","yes"
"3637",3637,3637,5,580,5341,38602.04243,"9/7/2005","01:01",39.1620258,-106.7934458,2402,72,23,"""2D Fix-F5""",4,2.6,"2D","yes",2005,"no","no",345052.013394,4336288.74829,250,36,"Hyperphagia","yes"
"3638",3638,3638,5,580,5347,38602.10528,"9/7/2005","02:31",39.1623769,-106.793425,2504,90,23,"""2D Fix-F0""",3,2.8,"2D","yes",2005,"no","no",345054.58109,4336327.67969,250,36,"Hyperphagia","yes"
"3640",3640,3640,5,580,5383,38602.47975,"9/7/2005","11:30",39.1465686,-106.774515,2535,53,24,"""3D Fix-F2""",8,2.3,"3D","yes",2005,"no","no",346654.122974,4334541.05937,250,36,"Hyperphagia","yes"
"3644",3644,3644,5,580,5389,38602.54222,"9/7/2005","13:00",39.1465614,-106.7745269,2531,42,25.5,"""3D Fix-F5""",5,4.3,"3D","yes",2005,"no","no",346653.078931,4334540.28039,250,36,"Hyperphagia","yes"
"3645",3645,3645,5,580,5433,38603.00081,"9/8/2005","00:01",39.1389303,-106.7693178,2528,65,23.5,"""2D Fix-F1""",4,1.9,"2D","yes",2005,"no","no",347086.741221,4333684.5534,251,36,"Hyperphagia","yes"
"3647",3647,3647,5,580,5435,38603.02145,"9/8/2005","00:30",39.1390117,-106.7692742,2528,48,21,"""2D Fix-F1""",4,1.9,"2D","yes",2005,"no","no",347090.68574,4333693.51407,251,36,"Hyperphagia","yes"
"3649",3649,3649,5,580,5437,38603.04212,"9/8/2005","01:00",39.1389408,-106.7695828,2629,30,20.5,"""2D Fix-F0""",3,2.2,"2D","yes",2005,"no","no",347063.859831,4333686.16535,251,36,"Hyperphagia","yes"
"3653",3653,3653,5,580,5451,38603.18839,"9/8/2005","04:31",39.1389131,-106.7691436,2527,70,23.5,"""2D Fix-F1""",4,3.2,"2D","yes",2005,"no","no",347101.760219,4333682.35091,251,36,"Hyperphagia","yes"
"3654",3654,3654,5,580,5461,38603.29293,"9/8/2005","07:01",39.1400419,-106.7676853,2527,103,16.5,"""2D Fix-F0""",3,2.9,"2D","yes",2005,"no","no",347230.242494,4333805.17399,251,36,"Hyperphagia","yes"
"3656",3656,3656,5,580,5491,38603.60477,"9/8/2005","14:30",39.1414225,-106.7670631,2630,51,21,"""3D Fix-F1""",5,4.7,"3D","yes",2005,"no","no",347287.002672,4333957.35193,251,36,"Hyperphagia","yes"
"3658",3658,3658,5,580,5493,38603.62542,"9/8/2005","15:00",39.1414878,-106.7669297,2624,30,24,"""3D Fix-F2""",5,3.6,"3D","yes",2005,"no","no",347298.673232,4333964.3747,251,36,"Hyperphagia","yes"
"3659",3659,3659,5,580,5495,38603.64652,"9/8/2005","15:30",39.1418186,-106.7674078,2731,61,25.5,"""3D Fix-F0""",4,5.3,"3D","yes",2005,"no","no",347258.067372,4334001.89316,251,36,"Hyperphagia","yes"
"3660",3660,3660,5,580,5515,38603.85507,"9/8/2005","20:31",39.1473156,-106.7776906,2730,71,18.5,"""2D Fix-F0""",5,3.1,"2D","yes",2005,"no","no",346381.307806,4334629.33749,251,36,"Hyperphagia","yes"
"3662",3662,3662,5,580,5517,38603.8755,"9/8/2005","21:00",39.1461369,-106.7785336,2428,36,21,"""2D Fix-F0""",4,2.1,"2D","yes",2005,"no","no",346305.890957,4334499.94746,251,36,"Hyperphagia","yes"
"3663",3663,3663,5,580,5527,38603.98007,"9/8/2005","23:31",39.1459453,-106.7785303,2428,71,24,"""2D Fix-F0""",3,2.4,"2D","yes",2005,"no","no",346305.759305,4334478.67718,251,36,"Hyperphagia","yes"
"3664",3664,3664,5,580,5535,38604.06333,"9/9/2005","01:31",39.1460244,-106.7786622,2428,65,23.5,"""2D Fix-F2""",4,2.1,"2D","yes",2005,"no","no",346294.532329,4334487.67954,252,36,"Hyperphagia","yes"
"3666",3666,3666,5,580,5541,38604.12528,"9/9/2005","03:00",39.1457269,-106.7786486,2495,28,25,"""3D Fix-F0""",4,6.2,"3D","yes",2005,"no","no",346295.060388,4334454.63851,252,36,"Hyperphagia","yes"
"3667",3667,3667,5,580,5545,38604.16747,"9/9/2005","04:01",39.1465303,-106.7786181,2487,71,23.5,"""2D Fix-F2""",5,4.3,"2D","yes",2005,"no","no",346299.444234,4334543.75205,252,36,"Hyperphagia","yes"
"3669",3669,3669,5,580,5547,38604.1877,"9/9/2005","04:30",39.1483136,-106.7814164,2457,31,17,"""3D Fix-F0""",4,3.5,"3D","yes",2005,"no","no",346061.497323,4334746.41599,252,36,"Hyperphagia","yes"
"3671",3671,3671,5,580,5549,38604.20918,"9/9/2005","05:01",39.1490817,-106.7844461,2449,71,16,"""2D Fix-F1""",4,2.1,"2D","yes",2005,"no","no",345801.349604,4334836.80894,252,36,"Hyperphagia","yes"
"3673",3673,3673,5,580,5597,38604.70922,"9/9/2005","17:01",39.1519456,-106.7764425,2450,71,22,"""2D Fix-F0""",3,2.4,"2D","yes",2005,"no","no",346499.231098,4335141.08475,252,36,"Hyperphagia","yes"
"3675",3675,3675,5,580,5601,38604.75036,"9/9/2005","18:00",39.1530586,-106.7818975,2450,45,17,"""2D Fix-F0""",3,2.9,"2D","yes",2005,"no","no",346030.264816,4335273.85607,252,36,"Hyperphagia","yes"
"3676",3676,3676,5,580,5607,38604.81396,"9/9/2005","19:32",39.1568339,-106.7904519,2452,120,14,"""2D Fix-F0""",3,2.5,"2D","yes",2005,"no","no",345299.319488,4335707.41332,252,36,"Hyperphagia","yes"
"3678",3678,3678,5,580,5609,38604.8341,"9/9/2005","20:01",39.1568164,-106.7898306,2452,60,15,"""2D Fix-F0""",3,2.6,"2D","yes",2005,"no","no",345352.967016,4335704.41158,252,36,"Hyperphagia","yes"
"3680",3680,3680,5,580,5615,38604.89613,"9/9/2005","21:30",39.1627492,-106.7935142,2454,21,19.5,"""3D Fix-F1""",5,2.6,"3D","yes",2005,"no","no",345047.691114,4336369.15192,252,36,"Hyperphagia","yes"
"3683",3683,3683,5,580,5621,38604.95866,"9/9/2005","23:00",39.1627686,-106.7935183,2445,31,22.5,"""2D Fix-F0""",3,3.7,"2D","yes",2005,"no","no",345047.379445,4336371.31204,252,36,"Hyperphagia","yes"
"3687",3687,3687,5,580,5649,38605.2509,"9/10/2005","06:01",39.1665778,-106.7967419,2468,73,16,"""3D Fix-F4""",8,2.2,"3D","yes",2005,"no","no",344777.230554,4336799.59032,253,36,"Hyperphagia","yes"
"3688",3688,3688,5,580,5651,38605.27124,"9/10/2005","06:30",39.1664156,-106.7967719,2441,40,20.5,"""3D Fix-F0""",6,6.3,"3D","yes",2005,"no","no",344774.281982,4336781.63984,253,36,"Hyperphagia","yes"
"3689",3689,3689,5,580,5653,38605.29257,"9/10/2005","07:01",39.1661814,-106.79687,2467,70,15.5,"""3D Fix-F1""",6,2.4,"3D","yes",2005,"no","no",344765.291405,4336755.81499,253,36,"Hyperphagia","yes"
"3690",3690,3690,5,580,5655,38605.31375,"9/10/2005","07:31",39.1656278,-106.7973669,2472,99,14.5,"""3D Fix-F0""",5,4.8,"3D","yes",2005,"no","no",344721.142778,4336695.22419,253,36,"Hyperphagia","yes"
"3692",3692,3692,5,580,5657,38605.3342,"9/10/2005","08:01",39.1655133,-106.7976908,2486,74,14,"""2D Fix-F0""",4,3.1,"2D","yes",2005,"no","no",344692.906501,4336683.07103,253,36,"Hyperphagia","yes"
"3694",3694,3694,5,580,5659,38605.35488,"9/10/2005","08:31",39.1656836,-106.7985747,2486,60,15.5,"""2D Fix-F0""",3,3.1,"2D","yes",2005,"no","no",344616.91384,4336703.48599,253,36,"Hyperphagia","yes"
"3695",3695,3695,5,580,5671,38605.48041,"9/10/2005","11:31",39.1643089,-106.7972358,2460,100,23.5,"""2D Fix-F1""",4,2,"2D","yes",2005,"no","no",344729.5688,4336548.62109,253,36,"Hyperphagia","yes"
"3696",3696,3696,5,580,5673,38605.50063,"9/10/2005","12:00",39.1644111,-106.7970314,2502,55,24,"""3D Fix-F0""",4,4.8,"3D","yes",2005,"no","no",344747.453672,4336559.61385,253,36,"Hyperphagia","yes"
"3698",3698,3698,5,580,5675,38605.52167,"9/10/2005","12:31",39.1650664,-106.79751,2466,75,25,"""3D Fix-F0""",4,4.3,"3D","yes",2005,"no","no",344707.544256,4336633.16203,253,36,"Hyperphagia","yes"
"3701",3701,3701,5,580,5723,38606.02175,"9/11/2005","00:31",39.1965722,-106.8141558,2452,71,13,"""2D Fix-F0""",3,2.5,"2D","yes",2005,"no","no",343339.33478,4340158.4976,254,37,"Hyperphagia","yes"
"3702",3702,3702,5,580,5727,38606.06326,"9/11/2005","01:31",39.1963519,-106.8139606,2451,62,19,"""2D Fix-F6""",4,1.9,"2D","yes",2005,"no","no",343355.702968,4340133.70993,254,37,"Hyperphagia","yes"
"3704",3704,3704,5,580,5729,38606.08387,"9/11/2005","02:00",39.1958767,-106.8142731,2449,38,19.5,"""2D Fix-F0""",3,3.2,"2D","yes",2005,"no","no",343327.659465,4340081.50952,254,37,"Hyperphagia","yes"
"3706",3706,3706,5,580,5731,38606.10477,"9/11/2005","02:30",39.1965156,-106.8138489,2449,44,18.5,"""2D Fix-F0""",3,2.4,"2D","yes",2005,"no","no",343365.713079,4340151.68529,254,37,"Hyperphagia","yes"
"3707",3707,3707,5,580,5735,38606.14616,"9/11/2005","03:30",39.1964342,-106.8137719,2386,30,22.5,"""3D Fix-F0""",4,7.1,"3D","yes",2005,"no","no",343372.182036,4340142.51793,254,37,"Hyperphagia","yes"
"3708",3708,3708,5,580,5739,38606.1877,"9/11/2005","04:30",39.1968408,-106.8146381,2533,19,23,"""3D Fix-F0""",5,3.1,"3D","yes",2005,"no","no",343298.280025,4340189.14234,254,37,"Hyperphagia","yes"
"3711",3711,3711,5,580,5745,38606.25022,"9/11/2005","06:00",39.1967456,-106.8141044,2512,45,23,"""3D Fix-F0""",6,3.5,"3D","yes",2005,"no","no",343344.158928,4340177.65374,254,37,"Hyperphagia","yes"
"3713",3713,3713,5,580,5809,38606.91757,"9/11/2005","22:01",39.2112453,-106.8352453,2464,82,21.5,"""3D Fix-F0""",4,6.1,"3D","yes",2005,"no","no",341551.016635,4341823.68352,254,37,"Hyperphagia","yes"
"3715",3715,3715,5,580,5811,38606.93781,"9/11/2005","22:30",39.2112392,-106.8352047,2458,22,24.5,"""3D Fix-F1""",5,2.3,"3D","yes",2005,"no","no",341554.508434,4341822.93549,254,37,"Hyperphagia","yes"
"3717",3717,3717,5,580,5827,38607.10454,"9/12/2005","02:30",39.2112306,-106.8352469,2477,27,21,"""3D Fix-F2""",7,3.2,"3D","yes",2005,"no","no",341550.845439,4341822.05481,255,37,"Hyperphagia","yes"
"3722",3722,3722,5,580,5863,38607.48019,"9/12/2005","11:31",39.2177939,-106.8292594,2647,84,17,"""3D Fix-F1""",5,3.2,"3D","yes",2005,"no","no",342082.530531,4342540.03842,255,37,"Hyperphagia","yes"
"3724",3724,3724,5,580,5865,38607.50086,"9/12/2005","12:01",39.2178672,-106.8291378,2644,73,20,"""3D Fix-F2""",6,2.2,"3D","yes",2005,"no","no",342093.193082,4342547.96176,255,37,"Hyperphagia","yes"
"3726",3726,3726,5,580,5911,38607.98054,"9/12/2005","23:31",39.2111722,-106.8353289,2582,114,18,"""2D Fix-F0""",3,2.1,"2D","yes",2005,"no","no",341543.634038,4341815.71661,255,37,"Hyperphagia","yes"
"3730",3730,3730,5,580,5919,38608.06337,"9/13/2005","01:31",39.2109164,-106.8346633,2573,69,24.5,"""2D Fix-F28""",4,1.8,"2D","yes",2005,"no","no",341600.528873,4341786.16226,256,37,"Hyperphagia","yes"
"3731",3731,3731,5,580,5985,38608.75036,"9/13/2005","18:00",39.213965,-106.8250239,2574,39,19,"""2D Fix-F0""",3,3.5,"2D","yes",2005,"no","no",342439.639582,4342107.70631,256,37,"Hyperphagia","yes"
"3732",3732,3732,5,580,5987,38608.77172,"9/13/2005","18:31",39.2138383,-106.8249125,2574,71,19,"""2D Fix-F0""",3,2.1,"2D","yes",2005,"no","no",342448.974516,4342093.45056,256,37,"Hyperphagia","yes"
"3734",3734,3734,5,580,5989,38608.79245,"9/13/2005","19:01",39.2117806,-106.8209181,2593,60,16.5,"""3D Fix-F1""",5,2.5,"3D","yes",2005,"no","no",342789.258376,4341858.13429,256,37,"Hyperphagia","yes"
"3736",3736,3736,5,580,5991,38608.81316,"9/13/2005","19:30",39.2113597,-106.8198139,2597,50,17,"""3D Fix-F3""",7,3.4,"3D","yes",2005,"no","no",342883.658759,4341809.50451,256,37,"Hyperphagia","yes"
"3738",3738,3738,5,580,5993,38608.83378,"9/13/2005","20:00",39.2094425,-106.8218339,2524,32,16.5,"""3D Fix-F1""",6,3.4,"3D","yes",2005,"no","no",342704.968503,4341600.22642,256,37,"Hyperphagia","yes"
"3740",3740,3740,5,580,5995,38608.85465,"9/13/2005","20:30",39.2056258,-106.8173878,2520,43,11.5,"""3D Fix-F6""",6,3.2,"3D","yes",2005,"no","no",343080.369359,4341168.91494,256,37,"Hyperphagia","yes"
"3743",3743,3743,5,580,6001,38608.91792,"9/13/2005","22:01",39.2038542,-106.8178428,2461,101,20,"""3D Fix-F3""",5,2.4,"3D","yes",2005,"no","no",343037.135843,4340973.07967,256,37,"Hyperphagia","yes"
"3744",3744,3744,5,580,6003,38608.9383,"9/13/2005","22:31",39.2038281,-106.8177733,2461,62,20,"""2D Fix-F0""",4,1.5,"2D","yes",2005,"no","no",343043.079167,4340970.06253,256,37,"Hyperphagia","yes"
"3746",3746,3746,5,580,6005,38608.95922,"9/13/2005","23:01",39.2037992,-106.8178444,2461,70,20,"""2D Fix-F0""",3,1.5,"2D","yes",2005,"no","no",343036.875223,4340966.97819,256,37,"Hyperphagia","yes"
"3749",3749,3749,5,580,6027,38609.18799,"9/14/2005","04:30",39.1993344,-106.8154167,2510,35,23,"""2D Fix-F6""",4,1.8,"2D","yes",2005,"no","no",343236.583926,4340467.2441,257,37,"Hyperphagia","yes"
"3752",3752,3752,5,580,6031,38609.22966,"9/14/2005","05:30",39.1997422,-106.8150833,2460,36,26,"""3D Fix-F1""",5,5.3,"3D","yes",2005,"no","no",343266.281878,4340511.92757,257,37,"Hyperphagia","yes"
"3754",3754,3754,5,580,6033,38609.2513,"9/14/2005","06:01",39.1997258,-106.8146606,2460,106,18,"""3D Fix-F2""",5,4.9,"3D","yes",2005,"no","no",343302.748354,4340509.37637,257,37,"Hyperphagia","yes"
"3756",3756,3756,5,580,6035,38609.27127,"9/14/2005","06:30",39.1998142,-106.8148067,2441,33,16.5,"""3D Fix-F1""",5,4.8,"3D","yes",2005,"no","no",343290.328133,4340519.4402,257,37,"Hyperphagia","yes"
"3758",3758,3758,5,580,6037,38609.29186,"9/14/2005","07:00",39.1996239,-106.8144389,2526,50,14.5,"""3D Fix-F0""",4,9.7,"3D","yes",2005,"no","no",343321.667175,4340497.68353,257,37,"Hyperphagia","yes"
"3760",3760,3760,5,580,6039,38609.31294,"9/14/2005","07:30",39.1995869,-106.8149692,2434,31,13.5,"""3D Fix-F1""",7,3.2,"3D","yes",2005,"no","no",343275.789966,4340494.49407,257,37,"Hyperphagia","yes"
"3762",3762,3762,5,580,6041,38609.33397,"9/14/2005","08:00",39.19962,-106.8150475,2432,49,14.5,"""3D Fix-F1""",6,2.5,"3D","yes",2005,"no","no",343269.101808,4340498.30314,257,37,"Hyperphagia","yes"
"3763",3763,3763,5,580,6043,38609.35472,"9/14/2005","08:30",39.1996736,-106.8150414,2406,41,15,"""3D Fix-F0""",5,3.2,"3D","yes",2005,"no","no",343269.74773,4340504.24145,257,37,"Hyperphagia","yes"
"3765",3765,3765,5,580,6045,38609.37565,"9/14/2005","09:00",39.1994814,-106.815765,2397,61,14.5,"""3D Fix-F1""",5,2.9,"3D","yes",2005,"no","no",343206.832645,4340484.16167,257,37,"Hyperphagia","yes"
"3768",3768,3768,5,580,6049,38609.41756,"9/14/2005","10:01",39.1993386,-106.8141781,2482,70,19,"""3D Fix-F3""",5,6.3,"3D","yes",2005,"no","no",343343.555126,4340465.56828,257,37,"Hyperphagia","yes"
"3775",3775,3775,5,580,6083,38609.7716,"9/14/2005","18:31",39.1991025,-106.8154592,2427,63,15.5,"""3D Fix-F4""",7,3,"3D","yes",2005,"no","no",343232.398154,4340441.57992,257,37,"Hyperphagia","yes"
"3777",3777,3777,5,580,6123,38610.18769,"9/15/2005","04:30",39.1834417,-106.7997092,2487,22,18,"""3D Fix-F0""",4,4,"3D","yes",2005,"no","no",344558.014104,4338676.32363,258,37,"Hyperphagia","yes"
"3780",3780,3780,5,580,6127,38610.22986,"9/15/2005","05:31",39.1833869,-106.7995103,2493,60,19.5,"""2D Fix-F1""",4,1.7,"2D","yes",2005,"no","no",344575.073643,4338669.90057,258,37,"Hyperphagia","yes"
"3782",3782,3782,5,580,6129,38610.2503,"9/15/2005","06:00",39.1795603,-106.7982328,2588,23,10,"""3D Fix-F17""",7,2.8,"3D","yes",2005,"no","no",344676.995696,4338243.01317,258,37,"Hyperphagia","yes"
"3784",3784,3784,5,580,6131,38610.2712,"9/15/2005","06:30",39.1804597,-106.7963878,2520,27,10,"""3D Fix-F1""",7,3.6,"3D","yes",2005,"no","no",344838.346734,4338339.67424,258,37,"Hyperphagia","yes"
"3786",3786,3786,5,580,6133,38610.29231,"9/15/2005","07:00",39.1799728,-106.7954144,2552,51,9.5,"""3D Fix-F1""",8,2.4,"3D","yes",2005,"no","no",344921.358894,4338283.96976,258,37,"Hyperphagia","yes"
"3788",3788,3788,5,580,6135,38610.313,"9/15/2005","07:30",39.1783317,-106.7929353,2608,39,7.5,"""3D Fix-F1""",5,3.3,"3D","yes",2005,"no","no",345131.903154,4338097.59347,258,37,"Hyperphagia","yes"
"3791",3791,3791,5,580,6139,38610.35459,"9/15/2005","08:30",39.1696978,-106.7859961,2622,28,7.5,"""2D Fix-F0""",3,2.9,"2D","yes",2005,"no","no",345712.454868,4337127.52577,258,37,"Hyperphagia","yes"
"3795",3795,3795,5,580,6149,38610.45924,"9/15/2005","11:01",39.168535,-106.7851958,2687,78,22.5,"""2D Fix-F1""",5,1.7,"2D","yes",2005,"no","no",345779.054734,4336997.11063,258,37,"Hyperphagia","yes"
"3797",3797,3797,5,580,6153,38610.50065,"9/15/2005","12:00",39.1688144,-106.7853175,2729,64,24.5,"""2D Fix-F0""",3,1.8,"2D","yes",2005,"no","no",345769.151001,4337028.32691,258,37,"Hyperphagia","yes"
"3799",3799,3799,5,580,6179,38610.7725,"9/15/2005","18:32",39.1489683,-106.7767964,2544,140,22,"""3D Fix-F3""",5,5.3,"3D","yes",2005,"no","no",346462.177219,4334811.24837,258,37,"Hyperphagia","yes"
"3801",3801,3801,5,580,6185,38610.83422,"9/15/2005","20:01",39.1465731,-106.7734378,2642,71,17.5,"""3D Fix-F0""",4,1,"3D","yes",2005,"no","no",346747.225779,4334539.73859,258,37,"Hyperphagia","yes"
"3802",3802,3802,5,580,6215,38611.14672,"9/16/2005","03:31",39.1389392,-106.7692328,2516,69,17,"""3D Fix-F4""",7,2.7,"3D","yes",2005,"no","no",347094.107083,4333685.39792,259,37,"Hyperphagia","yes"
"3803",3803,3803,5,580,6221,38611.20883,"9/16/2005","05:00",39.1390281,-106.7692261,2512,53,17,"""2D Fix-F0""",3,4.9,"2D","yes",2005,"no","no",347094.878536,4333695.25316,259,37,"Hyperphagia","yes"
"3807",3807,3807,5,580,6245,38611.45921,"9/16/2005","11:01",39.1379708,-106.7690244,2626,70,24.5,"""2D Fix-F0""",4,4.4,"2D","yes",2005,"no","no",347110.023989,4333577.56928,259,37,"Hyperphagia","yes"
"3809",3809,3809,5,580,6331,38612.35507,"9/17/2005","08:31",39.13062,-106.7783839,2570,72,16,"""3D Fix-F2""",5,7.8,"3D","yes",2005,"no","no",346285.078191,4332777.55542,260,37,"Hyperphagia","yes"
"3812",3812,3812,5,580,6341,38612.45865,"9/17/2005","11:00",39.13091,-106.7768994,2879,60,23.5,"""3D Fix-F0""",4,8.2,"3D","yes",2005,"no","no",346414.029806,4332807.22758,260,37,"Hyperphagia","yes"
"3813",3813,3813,5,580,6343,38612.47958,"9/17/2005","11:30",39.1305792,-106.7765892,2878,32,25,"""2D Fix-F2""",4,1.6,"2D","yes",2005,"no","no",346440.124989,4332769.98897,260,37,"Hyperphagia","yes"
"3815",3815,3815,5,580,6347,38612.52194,"9/17/2005","12:31",39.1305667,-106.7770419,2878,90,25,"""2D Fix-F0""",3,4.6,"2D","yes",2005,"no","no",346400.966023,4332769.36776,260,37,"Hyperphagia","yes"
"3818",3818,3818,5,580,6397,38613.04213,"9/18/2005","01:00",39.1496933,-106.7772469,2545,42,13.5,"""3D Fix-F0""",5,5.2,"3D","yes",2005,"no","no",346424.822005,4334892.47496,261,38,"Hyperphagia","yes"
"3820",3820,3820,5,580,6399,38613.06285,"9/18/2005","01:30",39.1494533,-106.7775347,2570,24,14,"""3D Fix-F12""",5,3.1,"3D","yes",2005,"no","no",346399.429152,4334866.32585,261,38,"Hyperphagia","yes"
"3822",3822,3822,5,580,6401,38613.08418,"9/18/2005","02:01",39.1487139,-106.7774308,2570,64,14.5,"""2D Fix-F0""",3,4.4,"2D","yes",2005,"no","no",346406.800218,4334784.08772,261,38,"Hyperphagia","yes"
"3824",3824,3824,5,580,6405,38613.12596,"9/18/2005","03:01",39.1490575,-106.7766036,2570,74,17,"""2D Fix-F0""",3,2.4,"2D","yes",2005,"no","no",346479.032553,4334820.82193,261,38,"Hyperphagia","yes"
"3825",3825,3825,5,580,6407,38613.14639,"9/18/2005","03:30",39.1501892,-106.7781408,2570,47,13.5,"""2D Fix-F0""",3,4.5,"2D","yes",2005,"no","no",346348.652109,4334949.02605,261,38,"Hyperphagia","yes"
"3826",3826,3826,5,580,6411,38613.18808,"9/18/2005","04:30",39.1492344,-106.7783139,2495,51,14,"""3D Fix-F3""",5,5,"3D","yes",2005,"no","no",346331.61617,4334843.35089,261,38,"Hyperphagia","yes"
"3827",3827,3827,5,580,6413,38613.20889,"9/18/2005","05:00",39.1492425,-106.7782864,2481,39,12.5,"""3D Fix-F2""",7,2.6,"3D","yes",2005,"no","no",346334.010288,4334844.20328,261,38,"Hyperphagia","yes"
"3830",3830,3830,5,580,6419,38613.27174,"9/18/2005","06:31",39.1493597,-106.7783956,2490,70,17,"""3D Fix-F1""",6,4,"3D","yes",2005,"no","no",346324.828412,4334857.39569,261,38,"Hyperphagia","yes"
"3832",3832,3832,5,580,6423,38613.31301,"9/18/2005","07:30",39.1494847,-106.7788747,2494,39,16,"""2D Fix-F1""",4,1.7,"2D","yes",2005,"no","no",346283.697596,4334872.08051,261,38,"Hyperphagia","yes"
"3834",3834,3834,5,580,6429,38613.37527,"9/18/2005","09:00",39.1492439,-106.7785706,2508,24,20,"""3D Fix-F0""",4,4.5,"3D","yes",2005,"no","no",346309.453314,4334844.84011,261,38,"Hyperphagia","yes"
"3836",3836,3836,5,580,6433,38613.41757,"9/18/2005","10:01",39.1497481,-106.7785975,2409,70,22,"""3D Fix-F2""",5,4.6,"3D","yes",2005,"no","no",346308.225726,4334900.84426,261,38,"Hyperphagia","yes"
"3839",3839,3839,5,580,6439,38613.48042,"9/18/2005","11:31",39.149555,-106.7786153,2436,100,26,"""2D Fix-F0""",4,2.3,"2D","yes",2005,"no","no",346306.267335,4334879.44324,261,38,"Hyperphagia","yes"
"3841",3841,3841,5,580,6441,38613.5002,"9/18/2005","12:00",39.1492792,-106.7786936,2532,19,26,"""3D Fix-F0""",4,5.5,"3D","yes",2005,"no","no",346298.900701,4334848.96626,261,38,"Hyperphagia","yes"
"3843",3843,3843,5,580,6445,38613.54211,"9/18/2005","13:00",39.1487475,-106.7796978,2633,30,27.5,"""2D Fix-F0""",3,3,"2D","yes",2005,"no","no",346210.962098,4334791.65748,261,38,"Hyperphagia","yes"
"3845",3845,3845,5,580,6453,38613.62571,"9/18/2005","15:01",39.1495578,-106.7790539,2497,53,30.5,"""2D Fix-F0""",4,1.8,"2D","yes",2005,"no","no",346268.370622,4334880.49717,261,38,"Hyperphagia","yes"
"3848",3848,3848,5,580,6461,38613.709,"9/18/2005","17:00",39.1497556,-106.7785117,2501,52,29,"""3D Fix-F1""",5,4,"3D","yes",2005,"no","no",346315.656663,4334901.53129,261,38,"Hyperphagia","yes"
"3850",3850,3850,5,580,6463,38613.72949,"9/18/2005","17:30",39.1501547,-106.7783281,2478,20,28,"""3D Fix-F1""",5,4.9,"3D","yes",2005,"no","no",346332.391163,4334945.51434,261,38,"Hyperphagia","yes"
"3852",3852,3852,5,580,6465,38613.75052,"9/18/2005","18:00",39.1505178,-106.7786989,2552,43,27,"""3D Fix-F1""",5,5.5,"3D","yes",2005,"no","no",346301.137857,4334986.44114,261,38,"Hyperphagia","yes"
"3853",3853,3853,5,580,6471,38613.81331,"9/18/2005","19:31",39.1498317,-106.7767192,2578,66,19.5,"""2D Fix-F1""",4,2.4,"2D","yes",2005,"no","no",346470.725351,4334906.94205,261,38,"Hyperphagia","yes"
"3854",3854,3854,5,580,6477,38613.87563,"9/18/2005","21:00",39.1490511,-106.7773775,2532,51,17.5,"""3D Fix-F1""",5,4.6,"3D","yes",2005,"no","no",346412.139515,4334821.42158,261,38,"Hyperphagia","yes"
"3855",3855,3855,5,580,6479,38613.89667,"9/18/2005","21:31",39.1489342,-106.7771003,2530,66,22,"""2D Fix-F1""",4,2.1,"2D","yes",2005,"no","no",346435.840532,4334807.97817,261,38,"Hyperphagia","yes"
"3857",3857,3857,5,580,6481,38613.91727,"9/18/2005","22:00",39.1489828,-106.7774078,2517,60,23,"""2D Fix-F1""",4,1.9,"2D","yes",2005,"no","no",346409.372532,4334813.89261,261,38,"Hyperphagia","yes"
"3858",3858,3858,5,580,6483,38613.93806,"9/18/2005","22:30",39.1489503,-106.7774103,2523,40,23,"""3D Fix-F1""",5,3.7,"3D","yes",2005,"no","no",346409.085819,4334810.28984,261,38,"Hyperphagia","yes"
