"","X","X.1","BEARID","FREQ","FIX","FIX_DATE_T","LMT_DATE","LMT_TIME","LATITUDE","LONGITUDE","ELEV","TIME","TEMP","FIX_STATUS","SATS_USED","PDOP","NAV","plot","Year","Init48","Trans","UTMe","UTMn","Day","Week","Season","subsample"
"1407",1407,1407,5,580,1795,38565.10438,"8/1/2005","02:30",39.1119078,-106.7377844,3077,20,33,"""3D Fix-F0""",4,3.7,"3D","yes",2005,"no","no",349754.77147,4330632.8218,213,31,"Hyperphagia","yes"
"1409",1409,1409,5,580,1797,38565.12543,"8/1/2005","03:00",39.1110008,-106.7370294,3064,29,33,"""2D Fix-F0""",3,4.7,"2D","yes",2005,"no","no",349818.125585,4330530.91042,213,31,"Hyperphagia","yes"
"1411",1411,1411,5,580,1799,38565.14628,"8/1/2005","03:30",39.1116767,-106.7376275,3050,31,32.5,"""2D Fix-F3""",4,2.5,"2D","yes",2005,"no","no",349767.846731,4330606.91382,213,31,"Hyperphagia","yes"
"1413",1413,1413,5,580,1801,38565.16686,"8/1/2005","04:00",39.1117464,-106.7382881,3031,26,31.5,"""3D Fix-F0""",4,5.5,"3D","yes",2005,"no","no",349710.876922,4330615.74269,213,31,"Hyperphagia","yes"
"1415",1415,1415,5,580,1803,38565.18866,"8/1/2005","04:31",39.1124231,-106.7403375,3039,100,20.5,"""2D Fix-F3""",4,2.2,"2D","yes",2005,"no","no",349535.117941,4330694.23983,213,31,"Hyperphagia","yes"
"1417",1417,1417,5,580,1805,38565.2088,"8/1/2005","05:00",39.112475,-106.743485,3028,36,16,"""2D Fix-F1""",4,1.9,"2D","yes",2005,"no","no",349263.086883,4330705.22091,213,31,"Hyperphagia","yes"
"1419",1419,1419,5,580,1807,38565.23024,"8/1/2005","05:31",39.1135247,-106.7495597,2995,88,12.5,"""3D Fix-F1""",5,8.8,"3D","yes",2005,"no","no",348740.096319,4330831.82402,213,31,"Hyperphagia","yes"
"1421",1421,1421,5,580,1809,38565.25041,"8/1/2005","06:00",39.117355,-106.7528028,3103,41,11,"""2D Fix-F1""",4,1.9,"2D","yes",2005,"no","no",348467.900005,4331262.33428,213,31,"Hyperphagia","yes"
"1423",1423,1423,5,580,1811,38565.27146,"8/1/2005","06:30",39.1224783,-106.7604442,2883,49,11.5,"""3D Fix-F1""",5,2.7,"3D","yes",2005,"no","no",347818.274761,4331843.72244,213,31,"Hyperphagia","yes"
"1424",1424,1424,5,580,1813,38565.29234,"8/1/2005","07:00",39.1286814,-106.7660592,2720,51,12,"""3D Fix-F1""",8,1.8,"3D","yes",2005,"no","no",347346.248877,4332541.59827,213,31,"Hyperphagia","yes"
"1426",1426,1426,5,580,1815,38565.31271,"8/1/2005","07:30",39.1315536,-106.7684661,2640,20,13.5,"""3D Fix-F6""",6,3.7,"3D","yes",2005,"no","no",347144.400081,4332864.41891,213,31,"Hyperphagia","yes"
"1428",1428,1428,5,580,1817,38565.33391,"8/1/2005","08:00",39.1330567,-106.7693319,2591,49,14,"""3D Fix-F1""",6,3.5,"3D","yes",2005,"no","no",347072.812878,4333032.69834,213,31,"Hyperphagia","yes"
"1430",1430,1430,5,580,1819,38565.35483,"8/1/2005","08:30",39.1363744,-106.7690072,2530,50,13.5,"""3D Fix-F1""",6,3,"3D","yes",2005,"no","no",347108.05677,4333400.36455,213,31,"Hyperphagia","yes"
"1432",1432,1432,5,580,1821,38565.37565,"8/1/2005","09:00",39.1396972,-106.7682686,2540,49,14.5,"""3D Fix-F1""",7,2.4,"3D","yes",2005,"no","no",347179.082814,4333767.89986,213,31,"Hyperphagia","yes"
"1434",1434,1434,5,580,1823,38565.39616,"8/1/2005","09:30",39.1394056,-106.7677031,2555,31,15.5,"""3D Fix-F1""",7,2.7,"3D","yes",2005,"no","no",347227.328344,4333734.58447,213,31,"Hyperphagia","yes"
"1436",1436,1436,5,580,1825,38565.417,"8/1/2005","10:00",39.1402003,-106.7688614,2543,36,16,"""3D Fix-F0""",4,4.4,"3D","yes",2005,"no","no",347128.935745,4333824.7348,213,31,"Hyperphagia","yes"
"1438",1438,1438,5,580,1827,38565.43816,"8/1/2005","10:30",39.1404089,-106.7688597,2536,50,23.5,"""3D Fix-F1""",5,3.8,"3D","yes",2005,"no","no",347129.533977,4333847.88333,213,31,"Hyperphagia","yes"
"1440",1440,1440,5,580,1829,38565.45852,"8/1/2005","11:00",39.1413678,-106.7695719,2427,49,22,"""3D Fix-F0""",4,4.6,"3D","yes",2005,"no","no",347070.054807,4333955.50665,213,31,"Hyperphagia","yes"
"1442",1442,1442,5,580,1831,38565.47936,"8/1/2005","11:30",39.1411119,-106.7697583,2518,50,23,"""3D Fix-F0""",4,3.7,"3D","yes",2005,"no","no",347053.390765,4333927.41988,213,31,"Hyperphagia","yes"
"1444",1444,1444,5,580,1833,38565.50089,"8/1/2005","12:01",39.1418156,-106.7704581,2517,70,26,"""2D Fix-F0""",3,2.7,"2D","yes",2005,"no","no",346994.43234,4334006.69965,213,31,"Hyperphagia","yes"
"1445",1445,1445,5,580,1835,38565.52166,"8/1/2005","12:31",39.1416214,-106.7703789,2517,64,28.5,"""2D Fix-F0""",3,2.2,"2D","yes",2005,"no","no",347000.856843,4333985.01287,213,31,"Hyperphagia","yes"
"1447",1447,1447,5,580,1837,38565.54247,"8/1/2005","13:01",39.1415994,-106.7710347,2517,62,29.5,"""2D Fix-F0""",3,2.3,"2D","yes",2005,"no","no",346944.130135,4333983.67727,213,31,"Hyperphagia","yes"
"1449",1449,1449,5,580,1841,38565.58367,"8/1/2005","14:00",39.1434697,-106.7769172,2409,22,25,"""3D Fix-F3""",5,3.2,"3D","yes",2005,"no","no",346439.785962,4334201.19173,213,31,"Hyperphagia","yes"
"1451",1451,1451,5,580,1843,38565.60464,"8/1/2005","14:30",39.1440172,-106.7778242,2446,35,23,"""2D Fix-F1""",4,1.7,"2D","yes",2005,"no","no",346362.588962,4334263.49141,213,31,"Hyperphagia","yes"
"1453",1453,1453,5,580,1845,38565.62576,"8/1/2005","15:01",39.1438481,-106.7784761,2446,59,24.5,"""2D Fix-F0""",3,2.3,"2D","yes",2005,"no","no",346305.880978,4334245.82801,213,31,"Hyperphagia","yes"
"1454",1454,1454,5,580,1847,38565.64625,"8/1/2005","15:30",39.1440031,-106.7785656,2446,30,25.5,"""2D Fix-F8""",4,1.7,"2D","yes",2005,"no","no",346298.483177,4334263.18228,213,31,"Hyperphagia","yes"
"1456",1456,1456,5,580,1849,38565.66691,"8/1/2005","16:00",39.1440442,-106.7782803,2475,24,25.5,"""3D Fix-F0""",4,4.5,"3D","yes",2005,"no","no",346323.229487,4334267.26046,213,31,"Hyperphagia","yes"
"1459",1459,1459,5,580,1853,38565.70889,"8/1/2005","17:00",39.1445528,-106.7825794,2493,49,24,"""3D Fix-F1""",5,6.6,"3D","yes",2005,"no","no",345952.791035,4334330.99814,213,31,"Hyperphagia","yes"
"1460",1460,1460,5,580,1855,38565.72972,"8/1/2005","17:30",39.1469711,-106.7858594,2489,41,23,"""3D Fix-F2""",5,6.5,"3D","yes",2005,"no","no",345674.603605,4334604.96733,213,31,"Hyperphagia","yes"
"1462",1462,1462,5,580,1857,38565.75065,"8/1/2005","18:00",39.1480756,-106.7852864,2488,49,23,"""3D Fix-F1""",5,4.6,"3D","yes",2005,"no","no",345726.53496,4334726.57563,213,31,"Hyperphagia","yes"
"1464",1464,1464,5,580,1859,38565.77102,"8/1/2005","18:30",39.1511678,-106.7823825,2478,50,20.5,"""3D Fix-F0""",4,8.5,"3D","yes",2005,"no","no",345984.23122,4335064.82901,213,31,"Hyperphagia","yes"
"1466",1466,1466,5,580,1861,38565.79222,"8/1/2005","19:00",39.1521864,-106.781715,2500,42,17.5,"""3D Fix-F2""",6,2.5,"3D","yes",2005,"no","no",346044.134045,4335176.74521,213,31,"Hyperphagia","yes"
"1468",1468,1468,5,580,1863,38565.81315,"8/1/2005","19:30",39.1521686,-106.7812481,2515,50,16.5,"""3D Fix-F1""",7,2.3,"3D","yes",2005,"no","no",346084.442191,4335173.97735,213,31,"Hyperphagia","yes"
"1470",1470,1470,5,580,1865,38565.83392,"8/1/2005","20:00",39.151375,-106.7812447,2489,49,16,"""3D Fix-F1""",6,3.2,"3D","yes",2005,"no","no",346083.006597,4335085.89392,213,31,"Hyperphagia","yes"
"1472",1472,1472,5,580,1867,38565.85481,"8/1/2005","20:30",39.1482347,-106.7818842,2449,50,14.5,"""3D Fix-F1""",7,2.5,"3D","yes",2005,"no","no",346020.898409,4334738.45318,213,31,"Hyperphagia","yes"
"1474",1474,1474,5,580,1869,38565.8755,"8/1/2005","21:00",39.1422825,-106.7734531,2473,49,13.5,"""3D Fix-F1""",7,2.2,"3D","yes",2005,"no","no",346736.59592,4334063.5733,213,31,"Hyperphagia","yes"
"1476",1476,1476,5,580,1871,38565.89649,"8/1/2005","21:30",39.1423078,-106.7735447,2475,52,16,"""3D Fix-F1""",5,4,"3D","yes",2005,"no","no",346728.734131,4334066.53595,213,31,"Hyperphagia","yes"
"1478",1478,1478,5,580,1873,38565.91722,"8/1/2005","22:00",39.14171,-106.7732978,2470,50,15.5,"""3D Fix-F11""",5,4.6,"3D","yes",2005,"no","no",346748.776212,4333999.77224,213,31,"Hyperphagia","yes"
"1480",1480,1480,5,580,1875,38565.93819,"8/1/2005","22:31",39.14152,-106.7703842,2504,54,15.5,"""3D Fix-F1""",6,2.9,"3D","yes",2005,"no","no",347000.179205,4333973.76796,213,31,"Hyperphagia","yes"
"1482",1482,1482,5,580,1877,38565.95891,"8/1/2005","23:00",39.1415244,-106.7703497,2500,50,27,"""3D Fix-F1""",6,4.1,"3D","yes",2005,"no","no",347003.17048,4333974.19812,213,31,"Hyperphagia","yes"
"1484",1484,1484,5,580,1879,38565.97942,"8/1/2005","23:30",39.1414861,-106.7703372,2499,20,25.5,"""3D Fix-F1""",5,4.2,"3D","yes",2005,"no","no",347004.16789,4333969.92633,213,31,"Hyperphagia","yes"
"1486",1486,1486,5,580,1881,38566.00056,"8/2/2005","00:00",39.1415183,-106.7703781,2506,42,28,"""3D Fix-F5""",5,5.1,"3D","yes",2005,"no","no",347000.702731,4333973.569,214,31,"Hyperphagia","yes"
"1488",1488,1488,5,580,1883,38566.02125,"8/2/2005","00:30",39.1415111,-106.7702872,2468,30,28.5,"""2D Fix-F1""",4,1.9,"2D","yes",2005,"no","no",347008.543398,4333972.61664,214,31,"Hyperphagia","yes"
"1490",1490,1490,5,580,1885,38566.0419,"8/2/2005","01:00",39.1414789,-106.7706197,2527,30,30,"""2D Fix-F2""",4,2.4,"2D","yes",2005,"no","no",346979.736527,4333969.60364,214,31,"Hyperphagia","yes"
"1492",1492,1492,5,580,1887,38566.06279,"8/2/2005","01:30",39.1395342,-106.7702486,2254,42,30,"""3D Fix-F0""",4,0,"3D","yes",2005,"no","no",347007.599119,4333753.14603,214,31,"Hyperphagia","yes"
"1494",1494,1494,5,580,1889,38566.08362,"8/2/2005","02:00",39.141805,-106.7702378,2488,20,28.5,"""3D Fix-F1""",5,3.4,"3D","yes",2005,"no","no",347013.449278,4334005.15173,214,31,"Hyperphagia","yes"
"1496",1496,1496,5,580,1891,38566.10484,"8/2/2005","02:30",39.1414547,-106.7703458,2507,52,29.5,"""3D Fix-F3""",5,5,"3D","yes",2005,"no","no",347003.356622,4333966.45591,214,31,"Hyperphagia","yes"
"1498",1498,1498,5,580,1893,38566.12529,"8/2/2005","03:00",39.1415089,-106.7703733,2491,20,29.5,"""3D Fix-F1""",5,5.8,"3D","yes",2005,"no","no",347001.097228,4333972.51765,214,31,"Hyperphagia","yes"
"1500",1500,1500,5,580,1895,38566.14639,"8/2/2005","03:30",39.1415189,-106.770485,2523,42,29,"""3D Fix-F1""",6,2.8,"3D","yes",2005,"no","no",346991.464935,4333973.81586,214,31,"Hyperphagia","yes"
"1502",1502,1502,5,580,1897,38566.16685,"8/2/2005","04:00",39.1415167,-106.7703361,2497,20,26,"""3D Fix-F0""",4,5.4,"3D","yes",2005,"no","no",347004.32922,4333973.32061,214,31,"Hyperphagia","yes"
"1504",1504,1504,5,580,1899,38566.18769,"8/2/2005","04:30",39.1414831,-106.7702944,2482,20,26.5,"""3D Fix-F0""",4,3.8,"3D","yes",2005,"no","no",347007.860492,4333969.52121,214,31,"Hyperphagia","yes"
"1505",1505,1505,5,580,1901,38566.20889,"8/2/2005","05:00",39.1415589,-106.7703478,2494,42,28.5,"""3D Fix-F2""",7,2.3,"3D","yes",2005,"no","no",347003.409397,4333978.02389,214,31,"Hyperphagia","yes"
"1507",1507,1507,5,580,1903,38566.22947,"8/2/2005","05:30",39.1415628,-106.7703053,2496,20,26,"""3D Fix-F1""",6,3,"3D","yes",2005,"no","no",347007.091007,4333978.38506,214,31,"Hyperphagia","yes"
"1509",1509,1509,5,580,1905,38566.25037,"8/2/2005","06:00",39.1418683,-106.7709483,2468,44,17.5,"""3D Fix-F1""",7,2.7,"3D","yes",2005,"no","no",346952.179927,4334013.3753,214,31,"Hyperphagia","yes"
"1511",1511,1511,5,580,1907,38566.2711,"8/2/2005","06:30",39.1421644,-106.7709431,2506,20,14,"""3D Fix-F1""",6,3.3,"3D","yes",2005,"no","no",346953.270735,4334046.22909,214,31,"Hyperphagia","yes"
"1513",1513,1513,5,580,1909,38566.29186,"8/2/2005","07:00",39.1429675,-106.7718783,2542,21,13.5,"""3D Fix-F0""",4,4.4,"3D","yes",2005,"no","no",346874.185049,4334136.93883,214,31,"Hyperphagia","yes"
"1515",1515,1515,5,580,1911,38566.31293,"8/2/2005","07:30",39.1430078,-106.7721792,2504,50,14,"""3D Fix-F1""",6,4.5,"3D","yes",2005,"no","no",346848.266911,4334141.91939,214,31,"Hyperphagia","yes"
"1517",1517,1517,5,580,1913,38566.33353,"8/2/2005","08:00",39.1410114,-106.7722194,2466,21,13,"""3D Fix-F3""",6,4.9,"3D","yes",2005,"no","no",346840.465043,4333920.41742,214,31,"Hyperphagia","yes"
"1519",1519,1519,5,580,1915,38566.35471,"8/2/2005","08:30",39.1398858,-106.7682861,2540,51,12.5,"""3D Fix-F1""",5,3.9,"3D","yes",2005,"no","no",347177.978192,4333788.86103,214,31,"Hyperphagia","yes"
"1521",1521,1521,5,580,1917,38566.37556,"8/2/2005","09:00",39.1408892,-106.7677481,2578,50,13,"""3D Fix-F1""",7,6.1,"3D","yes",2005,"no","no",347226.646713,4333899.31698,214,31,"Hyperphagia","yes"
"1523",1523,1523,5,580,1919,38566.39633,"8/2/2005","09:30",39.1411031,-106.7662425,2637,52,14.5,"""3D Fix-F1""",5,4,"3D","yes",2005,"no","no",347357.235108,4333920.52261,214,31,"Hyperphagia","yes"
"1525",1525,1525,5,580,1921,38566.41685,"8/2/2005","10:00",39.1410925,-106.7663567,2659,51,21,"""3D Fix-F0""",4,1.2,"3D","yes",2005,"no","no",347347.342137,4333919.5383,214,31,"Hyperphagia","yes"
"1527",1527,1527,5,580,1923,38566.43806,"8/2/2005","10:30",39.1413919,-106.7661203,2654,43,22.5,"""2D Fix-F0""",5,3.5,"2D","yes",2005,"no","no",347368.420461,4333952.36938,214,31,"Hyperphagia","yes"
"1529",1529,1529,5,580,1925,38566.45852,"8/2/2005","11:00",39.1420653,-106.7676403,2617,19,21,"""3D Fix-F1""",5,3.6,"3D","yes",2005,"no","no",347238.506461,4334029.66449,214,31,"Hyperphagia","yes"
"1531",1531,1531,5,580,1927,38566.47934,"8/2/2005","11:30",39.1423267,-106.7695275,2575,20,20,"""3D Fix-F0""",4,3.8,"3D","yes",2005,"no","no",347075.967616,4334061.855,214,31,"Hyperphagia","yes"
"1533",1533,1533,5,580,1929,38566.50017,"8/2/2005","12:00",39.1424633,-106.7697442,2580,37,22,"""3D Fix-F0""",4,3.9,"3D","yes",2005,"no","no",347057.534693,4334077.38077,214,31,"Hyperphagia","yes"
"1535",1535,1535,5,580,1931,38566.5214,"8/2/2005","12:30",39.1424525,-106.7696053,2576,49,24,"""3D Fix-F6""",5,3.6,"3D","yes",2005,"no","no",347069.51593,4334075.948,214,31,"Hyperphagia","yes"
"1538",1538,1538,5,580,1935,38566.5628,"8/2/2005","13:30",39.1424044,-106.7695461,2568,19,25.5,"""3D Fix-F1""",7,3.5,"3D","yes",2005,"no","no",347074.528259,4334070.50985,214,31,"Hyperphagia","yes"
"1540",1540,1540,5,580,1937,38566.58383,"8/2/2005","14:00",39.1442097,-106.7700011,2641,49,25,"""3D Fix-F1""",5,3.1,"3D","yes",2005,"no","no",347039.112778,4334271.63749,214,31,"Hyperphagia","yes"
"1542",1542,1542,5,580,1939,38566.60484,"8/2/2005","14:30",39.1461744,-106.7737442,2548,49,27,"""3D Fix-F1""",5,2.7,"3D","yes",2005,"no","no",346719.881211,4334496.00659,214,31,"Hyperphagia","yes"
"1545",1545,1545,5,580,1943,38566.64756,"8/2/2005","15:32",39.1457233,-106.7796194,2451,140,20.5,"""3D Fix-F0""",5,3.4,"3D","yes",2005,"no","no",346211.153688,4334455.88415,214,31,"Hyperphagia","yes"
"1547",1547,1547,5,580,1945,38566.66688,"8/2/2005","16:00",39.1453867,-106.7800622,2465,23,20,"""3D Fix-F0""",4,3.9,"3D","yes",2005,"no","no",346172.152916,4334419.27735,214,31,"Hyperphagia","yes"
"1548",1548,1548,5,580,1947,38566.68772,"8/2/2005","16:30",39.1418433,-106.7804361,2527,21,16.5,"""3D Fix-F0""",4,5.6,"3D","yes",2005,"no","no",346132.122555,4334026.6478,214,31,"Hyperphagia","yes"
"1550",1550,1550,5,580,1949,38566.7086,"8/2/2005","17:00",39.1398978,-106.7809283,2687,25,15.5,"""3D Fix-F0""",4,6.5,"3D","yes",2005,"no","no",346085.345245,4333811.56174,214,31,"Hyperphagia","yes"
"1552",1552,1552,5,580,1951,38566.72938,"8/2/2005","17:30",39.1376092,-106.7816775,2774,20,15,"""3D Fix-F0""",4,6.6,"3D","yes",2005,"no","no",346015.605123,4333558.8332,214,31,"Hyperphagia","yes"
"1557",1557,1557,5,580,1959,38566.81271,"8/2/2005","19:30",39.1333417,-106.7697661,2591,20,14.5,"""3D Fix-F0""",4,9.2,"3D","yes",2005,"no","no",347035.898394,4333065.06071,214,31,"Hyperphagia","yes"
"1559",1559,1559,5,580,1961,38566.83384,"8/2/2005","20:00",39.1332828,-106.7669378,2595,38,16,"""2D Fix-F0""",3,3.9,"2D","yes",2005,"no","no",347280.242177,4333053.76019,214,31,"Hyperphagia","yes"
"1561",1561,1561,5,580,1963,38566.85463,"8/2/2005","20:30",39.1310178,-106.7626589,2594,31,14,"""2D Fix-F0""",3,3.7,"2D","yes",2005,"no","no",347645.21732,4332795.18833,214,31,"Hyperphagia","yes"
"1563",1563,1563,5,580,1965,38566.8759,"8/2/2005","21:01",39.13251,-106.7598053,2625,71,13.5,"""3D Fix-F0""",4,9,"3D","yes",2005,"no","no",347895.094388,4332956.01249,214,31,"Hyperphagia","yes"
"1565",1565,1565,5,580,1967,38566.89604,"8/2/2005","21:30",39.1320819,-106.7598575,2604,20,18.5,"""3D Fix-F0""",4,2.9,"3D","yes",2005,"no","no",347889.660992,4332908.58758,214,31,"Hyperphagia","yes"
"1569",1569,1569,5,580,1973,38566.95854,"8/2/2005","23:00",39.1326833,-106.7619997,2256,50,22.5,"""3D Fix-F0""",4,3.2,"3D","yes",2005,"no","no",347705.787374,4332978.92638,214,31,"Hyperphagia","yes"
"1571",1571,1571,5,580,1975,38566.97947,"8/2/2005","23:30",39.1324419,-106.7598686,2591,19,26,"""3D Fix-F1""",5,4.1,"3D","yes",2005,"no","no",347889.476279,4332948.56055,214,31,"Hyperphagia","yes"
"1574",1574,1574,5,580,1981,38567.04191,"8/3/2005","01:00",39.1323803,-106.7597689,2589,23,29.5,"""3D Fix-F0""",4,4.8,"3D","yes",2005,"no","no",347897.961632,4332941.55681,215,31,"Hyperphagia","yes"
"1577",1577,1577,5,580,1987,38567.10472,"8/3/2005","02:30",39.1324219,-106.7597317,2545,42,28.5,"""2D Fix-F1""",4,1.8,"2D","yes",2005,"no","no",347901.266667,4332946.11141,215,31,"Hyperphagia","yes"
"1579",1579,1579,5,580,1989,38567.12543,"8/3/2005","03:00",39.132475,-106.7596981,2550,30,26,"""2D Fix-F4""",4,2.1,"2D","yes",2005,"no","no",347904.285267,4332951.94837,215,31,"Hyperphagia","yes"
"1581",1581,1581,5,580,1991,38567.14637,"8/3/2005","03:30",39.1324642,-106.7599936,2550,38,23,"""2D Fix-F0""",3,2.6,"2D","yes",2005,"no","no",347878.719465,4332951.24503,215,31,"Hyperphagia","yes"
"1585",1585,1585,5,580,1997,38567.20889,"8/3/2005","05:00",39.1335072,-106.7603511,2601,48,15,"""3D Fix-F1""",6,3.5,"3D","yes",2005,"no","no",347850.063017,4333067.60106,215,31,"Hyperphagia","yes"
"1586",1586,1586,5,580,1999,38567.22941,"8/3/2005","05:30",39.1333617,-106.7567453,2640,32,13,"""2D Fix-F3""",4,2.1,"2D","yes",2005,"no","no",348161.425542,4333045.4135,215,31,"Hyperphagia","yes"
"1588",1588,1588,5,580,2001,38567.25035,"8/3/2005","06:00",39.1313536,-106.7521678,2629,23,12,"""3D Fix-F1""",5,7.9,"3D","yes",2005,"no","no",348552.789545,4332814.897,215,31,"Hyperphagia","yes"
"1590",1590,1590,5,580,2003,38567.27104,"8/3/2005","06:30",39.1312483,-106.7492567,2674,21,11.5,"""3D Fix-F0""",4,9.6,"3D","yes",2005,"no","no",348804.19897,4332798.35639,215,31,"Hyperphagia","yes"
"1592",1592,1592,5,580,2005,38567.29222,"8/3/2005","07:00",39.1308542,-106.747585,2755,40,12.5,"""2D Fix-F2""",4,1.8,"2D","yes",2005,"no","no",348947.858231,4332751.83378,215,31,"Hyperphagia","yes"
"1594",1594,1594,5,580,2007,38567.313,"8/3/2005","07:30",39.1305817,-106.7464933,2757,35,14,"""2D Fix-F0""",3,3.8,"2D","yes",2005,"no","no",349041.643134,4332719.77412,215,31,"Hyperphagia","yes"
"1596",1596,1596,5,580,2009,38567.33404,"8/3/2005","08:01",39.1300033,-106.7461444,2749,58,14.5,"""3D Fix-F1""",5,5,"3D","yes",2005,"no","no",349070.567256,4332655.00059,215,31,"Hyperphagia","yes"
"1598",1598,1598,5,580,2011,38567.35484,"8/3/2005","08:30",39.1287044,-106.7434936,2751,50,14.5,"""3D Fix-F1""",6,3.3,"3D","yes",2005,"no","no",349296.936733,4332506.43831,215,31,"Hyperphagia","yes"
"1600",1600,1600,5,580,2013,38567.37556,"8/3/2005","09:00",39.1267094,-106.7405533,2754,40,14,"""3D Fix-F1""",8,2.2,"3D","yes",2005,"no","no",349546.858858,4332280.14692,215,31,"Hyperphagia","yes"
"1601",1601,1601,5,580,2015,38567.3962,"8/3/2005","09:30",39.1260444,-106.7477047,2621,31,14,"""3D Fix-F1""",7,3.2,"3D","yes",2005,"no","no",348927.232572,4332218.22145,215,31,"Hyperphagia","yes"
"1603",1603,1603,5,580,2021,38567.45895,"8/3/2005","11:00",39.122665,-106.7564142,2974,45,17,"""2D Fix-F0""",3,3.1,"2D","yes",2005,"no","no",348167.071824,4331857.69435,215,31,"Hyperphagia","yes"
"1604",1604,1604,5,580,2023,38567.47939,"8/3/2005","11:30",39.1270167,-106.76089,2793,51,18,"""3D Fix-F0""",4,10,"3D","yes",2005,"no","no",347789.50626,4332348.16086,215,31,"Hyperphagia","yes"
"1605",1605,1605,5,580,2025,38567.50086,"8/3/2005","12:01",39.1308828,-106.7673667,2765,66,19.5,"""2D Fix-F0""",4,3.6,"2D","yes",2005,"no","no",347237.982064,4332788.11938,215,31,"Hyperphagia","yes"
"1607",1607,1607,5,580,2027,38567.52103,"8/3/2005","12:30",39.1329414,-106.7684308,2611,22,21,"""3D Fix-F0""",4,6.9,"3D","yes",2005,"no","no",347150.452638,4333018.3837,215,31,"Hyperphagia","yes"
"1609",1609,1609,5,580,2031,38567.56269,"8/3/2005","13:30",39.1324339,-106.76839,2641,19,23.5,"""3D Fix-F0""",4,4.6,"3D","yes",2005,"no","no",347152.881808,4332961.99036,215,31,"Hyperphagia","yes"
"1611",1611,1611,5,580,2033,38567.58361,"8/3/2005","14:00",39.1331431,-106.7696283,2597,19,24,"""3D Fix-F2""",5,7.5,"3D","yes",2005,"no","no",347047.379687,4333042.78692,215,31,"Hyperphagia","yes"
"1613",1613,1613,5,580,2035,38567.6052,"8/3/2005","14:31",39.1407206,-106.7699511,2505,82,21,"""3D Fix-F2""",5,3.4,"3D","yes",2005,"no","no",347035.880348,4333884.3166,215,31,"Hyperphagia","yes"
"1615",1615,1615,5,580,2037,38567.62521,"8/3/2005","15:00",39.1416981,-106.7709644,2484,23,20.5,"""3D Fix-F0""",4,5.6,"3D","yes",2005,"no","no",346950.419776,4333994.51287,215,31,"Hyperphagia","yes"
"1617",1617,1617,5,580,2039,38567.64639,"8/3/2005","15:30",39.1420128,-106.7708128,2475,41,22,"""3D Fix-F2""",5,4.3,"3D","yes",2005,"no","no",346964.203772,4334029.18403,215,31,"Hyperphagia","yes"
"1619",1619,1619,5,580,2041,38567.66686,"8/3/2005","16:00",39.1410286,-106.7726517,2789,20,23.5,"""3D Fix-F0""",4,3.3,"3D","yes",2005,"no","no",346803.139465,4333923.05618,215,31,"Hyperphagia","yes"
"1623",1623,1623,5,580,2047,38567.72935,"8/3/2005","17:30",39.142175,-106.7726228,2483,21,24.5,"""3D Fix-F0""",4,6.3,"3D","yes",2005,"no","no",346808.122809,4334050.24022,215,31,"Hyperphagia","yes"
"1624",1624,1624,5,580,2051,38567.77131,"8/3/2005","18:30",39.1437511,-106.7776836,2493,36,18,"""2D Fix-F0""",3,3.2,"2D","yes",2005,"no","no",346374.161621,4334233.72028,215,31,"Hyperphagia","yes"
"1626",1626,1626,5,580,2053,38567.79235,"8/3/2005","19:00",39.1442356,-106.7776494,2492,57,15.5,"""2D Fix-F1""",4,1.9,"2D","yes",2005,"no","no",346378.170856,4334287.4345,215,31,"Hyperphagia","yes"
"1628",1628,1628,5,580,2059,38567.85475,"8/3/2005","20:30",39.1427856,-106.7769953,2477,54,19,"""3D Fix-F0""",4,7.1,"3D","yes",2005,"no","no",346431.549213,4334125.39924,215,31,"Hyperphagia","yes"
"1631",1631,1631,5,580,2063,38567.89619,"8/3/2005","21:30",39.1431694,-106.7766867,2445,25,25.5,"""3D Fix-F1""",5,6.5,"3D","yes",2005,"no","no",346459.054342,4334167.4729,215,31,"Hyperphagia","yes"
"1633",1633,1633,5,580,2065,38567.91703,"8/3/2005","22:00",39.1430769,-106.7768728,2447,30,27,"""2D Fix-F3""",4,2.3,"2D","yes",2005,"no","no",346442.769513,4334157.52176,215,31,"Hyperphagia","yes"
"1635",1635,1635,5,580,2067,38567.93778,"8/3/2005","22:30",39.1427322,-106.7764672,2456,29,26.5,"""2D Fix-F1""",4,2.4,"2D","yes",2005,"no","no",346477.074737,4334118.57893,215,31,"Hyperphagia","yes"
